user_id,product_id,timestamp,event_type
U1758,P0066,2025-04-21 13:44:26.406724,view
U0360,P0186,2025-12-22 13:44:26.407119,view
U1743,P0458,2025-05-10 13:44:26.407438,wishlist
U1798,P0215,2025-09-30 13:44:26.407686,view
U1682,P0226,2025-09-29 13:44:26.408413,wishlist
U1213,P0333,2026-03-05 13:44:26.409722,wishlist
U0139,P0278,2026-01-31 13:44:26.410488,view
U1429,P0237,2025-12-07 13:44:26.410792,cart
U0406,P0021,2025-07-13 13:44:26.411175,view
U0670,P0053,2025-11-09 13:44:26.411451,view
U0425,P0476,2025-11-22 13:44:26.411723,view
U0368,P0006,2025-09-28 13:44:26.412127,wishlist
U1323,P0486,2026-03-24 13:44:26.412389,view
U1800,P0340,2025-07-23 13:44:26.412640,view
U1439,P0243,2025-08-26 13:44:26.412892,view
U1489,P0065,2026-01-06 13:44:26.413244,view
U0175,P0077,2025-12-27 13:44:26.413491,wishlist
U1753,P0191,2026-01-07 13:44:26.413741,view
U0523,P0092,2026-04-04 13:44:26.414122,wishlist
U0735,P0236,2025-05-27 13:44:26.414379,view
U0462,P0400,2025-10-24 13:44:26.414631,view
U1819,P0462,2025-07-14 13:44:26.414854,view
U0655,P0196,2025-12-05 13:44:26.415206,cart
U1914,P0073,2026-01-09 13:44:26.415454,view
U0115,P0380,2025-10-19 13:44:26.415717,view
U0834,P0058,2025-05-18 13:44:26.416109,view
U0284,P0085,2025-05-24 13:44:26.416370,view
U0553,P0303,2025-11-27 13:44:26.417389,view
U1420,P0368,2025-07-12 13:44:26.417690,wishlist
U1742,P0297,2025-10-01 13:44:26.418078,view
U0416,P0119,2025-10-05 13:44:26.418342,view
U1367,P0370,2025-08-16 13:44:26.418617,wishlist
U0234,P0246,2026-02-09 13:44:26.418853,cart
U1648,P0300,2026-03-13 13:44:26.419173,view
U1297,P0415,2026-02-20 13:44:26.419408,view
U0633,P0123,2026-01-26 13:44:26.419635,view
U1552,P0306,2026-03-05 13:44:26.419861,view
U1910,P0279,2025-11-18 13:44:26.420247,view
U0671,P0498,2025-10-13 13:44:26.420497,view
U1207,P0467,2025-12-03 13:44:26.420732,view
U0418,P0192,2025-06-06 13:44:26.421080,view
U0029,P0438,2025-04-22 13:44:26.421300,wishlist
U0089,P0392,2025-05-02 13:44:26.421523,view
U1875,P0421,2025-05-05 13:44:26.421746,view
U1729,P0078,2025-06-24 13:44:26.422128,cart
U1759,P0421,2025-08-03 13:44:26.422382,view
U1395,P0397,2025-07-14 13:44:26.422620,view
U0918,P0017,2026-02-20 13:44:26.422855,purchase
U1468,P0190,2025-05-09 13:44:26.423225,view
U1148,P0269,2026-01-24 13:44:26.423468,view
U1622,P0365,2025-05-15 13:44:26.423693,wishlist
U0795,P0288,2025-04-06 13:44:26.424032,cart
U0597,P0236,2025-12-19 13:44:26.424317,view
U0916,P0142,2025-08-23 13:44:26.424947,view
U0416,P0395,2025-11-17 13:44:26.425435,view
U0306,P0075,2026-02-04 13:44:26.425861,view
U1271,P0384,2026-02-04 13:44:26.426177,wishlist
U1799,P0361,2025-05-22 13:44:26.427532,view
U1803,P0052,2026-03-16 13:44:26.428077,view
U0368,P0141,2025-05-24 13:44:26.428555,view
U0245,P0006,2025-11-16 13:44:26.429005,view
U0911,P0030,2025-07-22 13:44:26.429333,purchase
U0270,P0400,2025-06-26 13:44:26.429651,view
U1349,P0193,2025-12-20 13:44:26.430942,purchase
U1933,P0427,2025-12-21 13:44:26.431480,cart
U1762,P0049,2025-07-11 13:44:26.432095,view
U0331,P0261,2025-11-20 13:44:26.432524,view
U1580,P0393,2026-03-21 13:44:26.433056,purchase
U1524,P0145,2025-09-26 13:44:26.433427,view
U0814,P0088,2025-07-25 13:44:26.433939,purchase
U0933,P0278,2026-02-02 13:44:26.434418,view
U0441,P0068,2025-07-05 13:44:26.434943,wishlist
U1491,P0343,2025-10-27 13:44:26.435260,view
U0353,P0353,2026-01-11 13:44:26.435742,view
U0743,P0079,2025-11-12 13:44:26.436432,view
U1790,P0312,2025-05-10 13:44:26.437064,view
U0141,P0241,2025-12-02 13:44:26.437853,view
U1687,P0038,2025-12-29 13:44:26.438866,view
U0452,P0019,2025-09-14 13:44:26.439243,view
U1704,P0478,2026-04-04 13:44:26.439759,view
U1622,P0005,2026-01-13 13:44:26.441672,wishlist
U0089,P0224,2025-12-04 13:44:26.442239,view
U0716,P0347,2025-04-20 13:44:26.443843,view
U0299,P0317,2026-01-09 13:44:26.444685,view
U0603,P0245,2025-05-28 13:44:26.445054,cart
U0947,P0310,2025-12-26 13:44:26.445377,purchase
U1557,P0141,2025-11-25 13:44:26.445824,cart
U0746,P0283,2025-09-26 13:44:26.446139,view
U0968,P0157,2025-10-18 13:44:26.446497,view
U0718,P0056,2025-06-20 13:44:26.446934,wishlist
U1482,P0045,2025-10-19 13:44:26.447295,cart
U1028,P0359,2025-11-01 13:44:26.447633,cart
U1220,P0182,2026-02-25 13:44:26.448156,view
U0100,P0325,2026-01-21 13:44:26.448594,cart
U1843,P0198,2025-07-30 13:44:26.449093,cart
U1687,P0314,2025-08-28 13:44:26.449479,wishlist
U1212,P0134,2026-03-24 13:44:26.449971,wishlist
U1347,P0129,2025-09-12 13:44:26.450397,cart
U1872,P0010,2025-11-12 13:44:26.450855,view
U1252,P0432,2025-12-10 13:44:26.451245,view
U0276,P0040,2025-09-03 13:44:26.451597,purchase
U0115,P0112,2026-03-05 13:44:26.452070,view
U1687,P0236,2025-08-13 13:44:26.452479,wishlist
U1467,P0074,2025-11-08 13:44:26.452948,view
U0773,P0487,2026-02-27 13:44:26.453306,view
U1131,P0262,2025-05-19 13:44:26.454289,cart
U1430,P0422,2025-06-24 13:44:26.455212,cart
U0312,P0062,2025-06-08 13:44:26.456392,view
U1711,P0341,2025-05-23 13:44:26.457515,view
U1901,P0452,2025-10-30 13:44:26.458000,view
U0402,P0016,2026-03-21 13:44:26.458343,view
U1385,P0274,2026-01-21 13:44:26.458654,cart
U1454,P0320,2025-11-18 13:44:26.459557,view
U1019,P0307,2025-09-28 13:44:26.461068,wishlist
U0021,P0195,2025-04-06 13:44:26.461667,cart
U1067,P0496,2025-06-06 13:44:26.462230,view
U0304,P0101,2026-02-25 13:44:26.462741,cart
U1002,P0034,2025-09-19 13:44:26.463597,cart
U0656,P0056,2025-10-31 13:44:26.464219,wishlist
U1701,P0387,2025-12-23 13:44:26.465324,view
U0762,P0234,2025-04-22 13:44:26.465695,view
U1698,P0232,2025-12-29 13:44:26.466126,cart
U0585,P0205,2025-11-01 13:44:26.466765,view
U1186,P0355,2025-09-13 13:44:26.467554,view
U0765,P0069,2026-04-01 13:44:26.468082,purchase
U0250,P0269,2025-10-21 13:44:26.468522,view
U0502,P0241,2025-05-18 13:44:26.469052,wishlist
U1144,P0278,2025-09-06 13:44:26.469457,view
U0475,P0278,2026-04-04 13:44:26.469915,cart
U0126,P0115,2025-06-27 13:44:26.470276,view
U0156,P0109,2025-12-23 13:44:26.470726,wishlist
U0060,P0362,2025-11-04 13:44:26.471210,view
U0886,P0047,2025-04-28 13:44:26.471583,view
U0506,P0228,2025-05-11 13:44:26.473129,view
U0431,P0051,2025-12-02 13:44:26.474063,cart
U0507,P0197,2026-03-21 13:44:26.474446,view
U1709,P0472,2025-06-02 13:44:26.474769,view
U0333,P0343,2026-04-05 13:44:26.475172,cart
U0946,P0194,2025-11-02 13:44:26.475496,wishlist
U0208,P0128,2026-02-04 13:44:26.475949,cart
U1233,P0057,2026-02-15 13:44:26.476353,view
U0794,P0131,2025-08-23 13:44:26.476788,cart
U1421,P0231,2025-06-01 13:44:26.477343,view
U1752,P0026,2025-12-23 13:44:26.477720,view
U0071,P0023,2026-01-01 13:44:26.478199,view
U1103,P0031,2025-04-22 13:44:26.478528,view
U1778,P0264,2025-07-04 13:44:26.479020,view
U1082,P0219,2025-06-09 13:44:26.479352,view
U1162,P0046,2025-10-25 13:44:26.479665,purchase
U1889,P0166,2025-08-09 13:44:26.480089,view
U0443,P0230,2025-04-20 13:44:26.480403,cart
U0564,P0107,2025-07-22 13:44:26.480779,view
U0243,P0347,2025-09-16 13:44:26.481115,cart
U0266,P0157,2025-06-05 13:44:26.481320,wishlist
U1219,P0178,2026-01-06 13:44:26.481541,cart
U1156,P0490,2025-05-03 13:44:26.481962,view
U1669,P0495,2025-12-26 13:44:26.482258,view
U1768,P0136,2025-04-20 13:44:26.482551,view
U1227,P0463,2025-09-06 13:44:26.484232,cart
U0311,P0195,2025-09-07 13:44:26.484824,view
U0559,P0383,2025-08-30 13:44:26.485650,view
U0531,P0469,2025-12-19 13:44:26.486170,view
U1540,P0447,2025-04-27 13:44:26.486783,view
U1149,P0420,2025-11-04 13:44:26.490061,view
U1613,P0291,2025-05-22 13:44:26.490784,view
U0097,P0497,2025-06-18 13:44:26.491126,cart
U0333,P0095,2026-03-14 13:44:26.492239,wishlist
U0750,P0443,2025-07-26 13:44:26.492883,wishlist
U0074,P0274,2025-09-23 13:44:26.493220,view
U0053,P0037,2026-04-05 13:44:26.493523,view
U1513,P0263,2025-10-31 13:44:26.493906,view
U1926,P0344,2025-11-01 13:44:26.494200,cart
U1793,P0354,2025-06-10 13:44:26.494429,cart
U0685,P0285,2025-12-23 13:44:26.494655,purchase
U0856,P0033,2026-03-04 13:44:26.494957,view
U0327,P0394,2025-12-26 13:44:26.495227,wishlist
U0606,P0280,2025-07-29 13:44:26.495506,purchase
U0122,P0101,2026-01-22 13:44:26.495898,cart
U0826,P0287,2025-06-04 13:44:26.496258,view
U0940,P0242,2025-09-29 13:44:26.496514,view
U1948,P0371,2025-11-09 13:44:26.497449,cart
U0473,P0328,2025-09-04 13:44:26.498156,view
U0179,P0417,2025-07-30 13:44:26.498471,view
U1302,P0066,2025-12-13 13:44:26.498814,view
U1467,P0472,2025-04-13 13:44:26.499103,purchase
U1731,P0271,2025-10-06 13:44:26.499413,view
U1977,P0373,2025-10-08 13:44:26.499741,view
U1578,P0288,2025-10-28 13:44:26.500307,cart
U1376,P0122,2026-01-24 13:44:26.500663,cart
U0645,P0261,2025-12-24 13:44:26.501096,view
U0091,P0480,2025-08-30 13:44:26.501459,cart
U0666,P0379,2026-01-02 13:44:26.501774,view
U0366,P0328,2026-02-02 13:44:26.502871,wishlist
U0328,P0153,2026-03-22 13:44:26.503409,wishlist
U1191,P0318,2025-10-14 13:44:26.503712,purchase
U1789,P0342,2025-05-23 13:44:26.504286,view
U0995,P0361,2025-06-14 13:44:26.504550,view
U0125,P0141,2026-01-02 13:44:26.504770,view
U0989,P0344,2025-12-17 13:44:26.505180,purchase
U1189,P0042,2025-09-11 13:44:26.505436,view
U1080,P0143,2025-05-19 13:44:26.505686,cart
U1917,P0219,2025-05-07 13:44:26.506097,wishlist
U0261,P0410,2026-01-13 13:44:26.506435,view
U1178,P0084,2025-06-10 13:44:26.506724,view
U0644,P0491,2026-03-28 13:44:26.507378,view
U0235,P0163,2026-01-12 13:44:26.508086,cart
U0925,P0260,2025-09-03 13:44:26.508690,view
U0716,P0200,2025-07-28 13:44:26.509061,view
U0541,P0332,2025-08-02 13:44:26.509333,cart
U1369,P0053,2025-04-10 13:44:26.509691,cart
U1960,P0006,2026-03-28 13:44:26.509957,view
U0516,P0129,2025-09-01 13:44:26.510207,view
U0822,P0289,2025-10-18 13:44:26.510632,wishlist
U1652,P0395,2025-09-18 13:44:26.510942,view
U1157,P0354,2026-01-31 13:44:26.511201,view
U0878,P0076,2026-03-27 13:44:26.511443,view
U1822,P0152,2025-08-29 13:44:26.511800,view
U1859,P0412,2025-05-23 13:44:26.512111,view
U1703,P0046,2025-12-09 13:44:26.512429,view
U0772,P0126,2025-09-03 13:44:26.512858,cart
U0398,P0145,2025-05-03 13:44:26.513194,view
U0714,P0338,2026-01-04 13:44:26.513532,view
U0239,P0177,2025-12-20 13:44:26.514151,view
U1151,P0099,2026-01-25 13:44:26.514735,cart
U1256,P0122,2025-08-23 13:44:26.515061,view
U1747,P0315,2026-01-29 13:44:26.515409,purchase
U0804,P0337,2025-04-24 13:44:26.515635,view
U1825,P0245,2025-11-28 13:44:26.516007,wishlist
U1945,P0457,2026-03-01 13:44:26.516272,view
U0219,P0171,2025-12-08 13:44:26.516510,view
U1008,P0241,2025-08-07 13:44:26.516744,cart
U1812,P0301,2026-02-25 13:44:26.516980,view
U0375,P0271,2025-11-26 13:44:26.517314,cart
U1704,P0372,2026-03-16 13:44:26.517565,view
U0320,P0037,2025-08-26 13:44:26.517854,view
U1760,P0047,2025-10-13 13:44:26.518160,view
U1034,P0207,2025-04-26 13:44:26.518386,view
U0516,P0350,2025-09-25 13:44:26.518600,view
U0361,P0123,2026-02-20 13:44:26.518805,wishlist
U0890,P0272,2025-05-29 13:44:26.519138,view
U0984,P0423,2026-01-09 13:44:26.519365,cart
U1761,P0457,2025-09-28 13:44:26.519588,wishlist
U0392,P0337,2025-06-29 13:44:26.519859,view
U1317,P0369,2025-04-11 13:44:26.520242,view
U0499,P0266,2026-02-18 13:44:26.520893,view
U1723,P0286,2026-01-26 13:44:26.521668,view
U1512,P0380,2025-07-01 13:44:26.522102,view
U0161,P0080,2025-05-07 13:44:26.522365,purchase
U1413,P0402,2025-06-20 13:44:26.523017,view
U1082,P0172,2025-09-17 13:44:26.523319,wishlist
U1501,P0137,2025-06-02 13:44:26.524468,view
U0983,P0463,2025-06-05 13:44:26.525613,view
U0331,P0493,2025-07-04 13:44:26.525896,view
U1289,P0293,2025-09-02 13:44:26.526344,wishlist
U0901,P0393,2025-07-21 13:44:26.526651,view
U1532,P0406,2026-02-10 13:44:26.526941,cart
U0567,P0253,2026-04-03 13:44:26.527350,view
U0423,P0167,2025-04-21 13:44:26.527698,view
U1161,P0009,2025-08-15 13:44:26.528004,view
U1261,P0278,2025-05-18 13:44:26.528486,view
U1175,P0017,2025-08-26 13:44:26.528783,cart
U0474,P0233,2026-02-08 13:44:26.529375,view
U1505,P0119,2025-06-02 13:44:26.529830,view
U0111,P0217,2025-06-03 13:44:26.530182,view
U0343,P0048,2025-11-04 13:44:26.543109,view
U1898,P0328,2025-08-05 13:44:26.545979,purchase
U1090,P0191,2025-10-12 13:44:26.547292,view
U1124,P0234,2025-05-18 13:44:26.547914,view
U1806,P0118,2025-04-19 13:44:26.549265,view
U0649,P0181,2025-10-03 13:44:26.549737,view
U1852,P0058,2025-10-13 13:44:26.550169,cart
U1138,P0349,2025-08-25 13:44:26.550574,view
U1685,P0324,2025-09-19 13:44:26.551059,view
U1327,P0138,2025-05-07 13:44:26.551403,view
U1639,P0380,2025-11-06 13:44:26.551767,view
U0353,P0262,2025-12-02 13:44:26.552241,view
U0210,P0067,2026-01-31 13:44:26.552673,cart
U0255,P0309,2025-07-06 13:44:26.553161,view
U0861,P0382,2025-12-19 13:44:26.555323,purchase
U0003,P0211,2025-06-09 13:44:26.556053,view
U1888,P0295,2025-12-21 13:44:26.558289,cart
U1271,P0206,2025-11-08 13:44:26.558881,cart
U1378,P0043,2025-07-31 13:44:26.559344,view
U0181,P0066,2025-07-15 13:44:26.559634,purchase
U1841,P0242,2026-01-02 13:44:26.559894,view
U0127,P0271,2025-06-14 13:44:26.560397,view
U0649,P0042,2025-09-17 13:44:26.560676,view
U0270,P0493,2025-08-17 13:44:26.560939,view
U1035,P0450,2025-07-12 13:44:26.561334,cart
U0983,P0474,2025-07-12 13:44:26.561619,view
U0271,P0488,2025-10-05 13:44:26.561856,cart
U0843,P0038,2025-11-30 13:44:26.562128,purchase
U0296,P0216,2026-02-15 13:44:26.562481,view
U0470,P0323,2025-05-18 13:44:26.563377,view
U0938,P0242,2025-06-03 13:44:26.563803,view
U0880,P0041,2025-09-03 13:44:26.564045,view
U1975,P0072,2025-12-25 13:44:26.564388,cart
U1469,P0148,2025-07-27 13:44:26.564636,cart
U1650,P0365,2026-03-06 13:44:26.564889,view
U1330,P0021,2025-11-07 13:44:26.565119,view
U0620,P0239,2026-01-06 13:44:26.565974,view
U0421,P0374,2025-06-25 13:44:26.566547,purchase
U1465,P0471,2025-12-12 13:44:26.567756,wishlist
U1803,P0049,2025-08-20 13:44:26.568526,view
U1128,P0202,2026-02-05 13:44:26.568923,view
U1592,P0328,2025-09-19 13:44:26.569391,cart
U0811,P0124,2026-03-19 13:44:26.569734,view
U0645,P0248,2025-09-30 13:44:26.570117,view
U1746,P0127,2025-04-21 13:44:26.572691,view
U1920,P0056,2025-09-15 13:44:26.573381,view
U1372,P0418,2026-03-24 13:44:26.574588,view
U0591,P0250,2025-10-15 13:44:26.575206,view
U0978,P0274,2025-08-21 13:44:26.575562,view
U1334,P0248,2025-11-07 13:44:26.575861,view
U1819,P0080,2026-02-04 13:44:26.576253,purchase
U1268,P0365,2026-02-12 13:44:26.576554,view
U0708,P0325,2025-11-16 13:44:26.576891,wishlist
U1418,P0128,2026-02-20 13:44:26.577288,cart
U0377,P0028,2025-10-26 13:44:26.577595,view
U1131,P0312,2026-02-13 13:44:26.577869,cart
U1143,P0133,2025-12-30 13:44:26.578258,view
U1868,P0245,2025-11-20 13:44:26.579917,view
U1485,P0403,2026-03-31 13:44:26.587361,view
U1715,P0221,2025-11-06 13:44:26.587897,view
U0830,P0276,2026-03-25 13:44:26.591222,view
U1353,P0101,2026-03-03 13:44:26.592700,wishlist
U1251,P0160,2025-06-07 13:44:26.593035,view
U0883,P0121,2025-12-29 13:44:26.597997,view
U1633,P0273,2026-01-12 13:44:26.599550,cart
U0120,P0382,2026-01-24 13:44:26.600819,view
U1361,P0274,2025-05-18 13:44:26.602864,cart
U0804,P0394,2025-05-04 13:44:26.603318,view
U1667,P0426,2025-06-25 13:44:26.603804,view
U0037,P0245,2025-07-20 13:44:26.604575,view
U1704,P0457,2025-11-05 13:44:26.604913,view
U0742,P0314,2025-10-31 13:44:26.605140,view
U0961,P0280,2026-01-18 13:44:26.605441,view
U1564,P0260,2025-09-07 13:44:26.605635,view
U0119,P0275,2025-08-29 13:44:26.605864,view
U0409,P0018,2025-05-22 13:44:26.606088,purchase
U0322,P0470,2025-08-19 13:44:26.607565,view
U1356,P0376,2025-07-24 13:44:26.607921,cart
U1840,P0404,2025-06-05 13:44:26.608192,purchase
U0071,P0293,2025-06-13 13:44:26.608558,view
U0380,P0361,2025-11-06 13:44:26.608825,cart
U1717,P0358,2025-11-09 13:44:26.609073,view
U1513,P0262,2026-01-07 13:44:26.609350,wishlist
U0518,P0046,2025-08-20 13:44:26.610316,view
U1453,P0298,2025-12-26 13:44:26.610904,cart
U0475,P0072,2025-12-04 13:44:26.611255,view
U0131,P0442,2025-08-13 13:44:26.614909,cart
U0195,P0276,2026-01-11 13:44:26.633184,view
U1792,P0269,2025-08-29 13:44:26.635464,view
U1639,P0164,2025-09-11 13:44:26.636742,view
U0469,P0004,2026-03-16 13:44:26.637440,view
U1224,P0087,2025-04-15 13:44:26.637744,view
U1485,P0238,2025-10-17 13:44:26.638050,view
U0969,P0007,2025-11-07 13:44:26.638473,view
U1868,P0310,2026-03-14 13:44:26.638787,wishlist
U1451,P0032,2026-04-03 13:44:26.639122,view
U0787,P0500,2025-04-10 13:44:26.639601,cart
U0628,P0003,2025-04-30 13:44:26.639952,cart
U0205,P0213,2025-09-01 13:44:26.641893,view
U1917,P0084,2025-09-12 13:44:26.642304,view
U1335,P0211,2026-01-15 13:44:26.642703,view
U1792,P0064,2025-11-14 13:44:26.643157,cart
U1217,P0270,2025-07-31 13:44:26.644887,view
U1609,P0046,2025-07-29 13:44:26.645158,wishlist
U1755,P0484,2025-12-01 13:44:26.645404,cart
U1400,P0119,2025-04-23 13:44:26.645797,view
U0605,P0271,2025-05-31 13:44:26.646108,cart
U0029,P0385,2025-12-23 13:44:26.646517,view
U0634,P0418,2025-05-20 13:44:26.647036,wishlist
U1744,P0411,2025-07-20 13:44:26.647388,view
U1476,P0296,2025-07-27 13:44:26.647715,view
U0418,P0008,2026-02-22 13:44:26.648172,wishlist
U0391,P0327,2026-03-26 13:44:26.648594,view
U1388,P0103,2025-07-17 13:44:26.649088,view
U1159,P0407,2025-11-06 13:44:26.649850,wishlist
U1831,P0394,2026-03-15 13:44:26.650261,purchase
U0089,P0340,2026-02-23 13:44:26.651341,purchase
U1498,P0166,2025-07-07 13:44:26.653062,view
U0250,P0209,2025-11-11 13:44:26.654741,view
U0133,P0087,2025-06-29 13:44:26.655137,purchase
U1410,P0365,2025-06-11 13:44:26.660007,view
U0405,P0257,2025-05-22 13:44:26.660985,view
U0016,P0366,2025-06-16 13:44:26.661638,wishlist
U0551,P0183,2025-10-05 13:44:26.662072,view
U1156,P0477,2026-02-08 13:44:26.662448,view
U0728,P0498,2026-01-16 13:44:26.662949,cart
U1693,P0362,2025-09-29 13:44:26.663424,view
U1602,P0294,2026-03-28 13:44:26.663923,cart
U0967,P0005,2025-09-16 13:44:26.664234,cart
U0605,P0146,2025-11-10 13:44:26.664925,view
U0217,P0359,2026-02-13 13:44:26.665241,cart
U0199,P0030,2025-07-14 13:44:26.665476,view
U0513,P0250,2025-10-14 13:44:26.665810,view
U0467,P0282,2025-06-26 13:44:26.666044,view
U0738,P0095,2025-05-13 13:44:26.666297,view
U0094,P0456,2026-04-05 13:44:26.666691,view
U1110,P0027,2025-12-22 13:44:26.666949,view
U1542,P0171,2026-01-06 13:44:26.667203,view
U0942,P0461,2025-11-30 13:44:26.667461,view
U0944,P0203,2025-10-24 13:44:26.667815,view
U1075,P0433,2026-03-26 13:44:26.668126,view
U0769,P0119,2025-09-30 13:44:26.668538,view
U1361,P0223,2025-08-16 13:44:26.669110,view
U0350,P0212,2026-01-13 13:44:26.669465,view
U0304,P0359,2025-12-14 13:44:26.669799,view
U1543,P0483,2025-07-05 13:44:26.671256,cart
U1922,P0094,2025-10-04 13:44:26.671840,view
U0483,P0017,2026-01-25 13:44:26.672941,view
U1699,P0160,2026-02-10 13:44:26.673579,view
U0363,P0147,2025-09-04 13:44:26.676766,purchase
U1943,P0242,2026-01-26 13:44:26.683191,view
U0523,P0196,2025-04-20 13:44:26.683887,view
U1189,P0328,2025-05-29 13:44:26.685368,view
U1097,P0181,2026-01-22 13:44:26.688890,wishlist
U0889,P0095,2026-02-26 13:44:26.690087,wishlist
U1833,P0127,2025-09-07 13:44:26.690747,cart
U1919,P0448,2025-10-02 13:44:26.691067,wishlist
U0022,P0428,2025-07-14 13:44:26.694852,view
U1317,P0105,2025-07-05 13:44:26.696749,view
U1264,P0086,2025-12-18 13:44:26.699833,view
U0465,P0077,2026-03-25 13:44:26.703721,purchase
U1733,P0437,2025-08-03 13:44:26.705210,wishlist
U1358,P0490,2025-07-21 13:44:26.707865,cart
U0645,P0136,2025-09-02 13:44:26.712115,cart
U1391,P0090,2025-12-11 13:44:26.717346,view
U1548,P0482,2025-10-12 13:44:26.718996,cart
U1430,P0139,2025-11-14 13:44:26.719562,wishlist
U0393,P0457,2026-02-17 13:44:26.720836,view
U1635,P0322,2025-04-20 13:44:26.722444,cart
U0171,P0240,2025-10-04 13:44:26.722894,view
U0157,P0060,2025-07-05 13:44:26.723868,cart
