product_id,product_name,price,rating,style,stock
83,Modern Sofa 83,35198,4.8,Industrial,24
84,Luxury Chair 84,37912,4.2,Modern,24
85,Modern Sofa 85,62149,4.7,Luxury,24
86,Modern Coffee Table 86,47637,4.0,Scandinavian,10
87,Minimalist Sofa 87,71667,3.9,Scandinavian,25
88,Scandinavian Chair 88,48487,4.0,Modern,7
89,Luxury Chair 89,78015,4.8,Industrial,28
90,Luxury Bed 90,39034,4.5,Luxury,49
91,Industrial Coffee Table 91,74710,4.4,Modern,43
92,Modern Sofa 92,82228,4.8,Industrial,21
93,Scandinavian Chair 93,78997,3.9,Luxury,33
94,Industrial Bed 94,36519,4.1,Scandinavian,23
95,Modern Chair 95,33906,3.9,Luxury,37
96,Modern Dining Table 96,44745,4.9,Scandinavian,39
97,Scandinavian Bed 97,29148,4.0,Industrial,6
98,Minimalist Sofa 98,82665,4.0,Luxury,22
99,Minimalist Dining Table 99,18833,4.8,Industrial,8
100,Scandinavian Coffee Table 100,65882,4.0,Modern,37
101,Scandinavian Bed 101,38800,3.8,Scandinavian,20
102,Scandinavian Chair 102,58419,4.7,Luxury,11
103,Minimalist Dining Table 103,43183,3.8,Industrial,22
104,Scandinavian Sofa 104,68000,3.8,Luxury,30
105,Industrial Chair 105,52189,4.2,Modern,6
106,Minimalist Chair 106,29276,4.5,Modern,39
107,Industrial Coffee Table 107,48789,4.9,Industrial,48
108,Luxury Chair 108,37921,4.1,Minimalist,44
109,Scandinavian Bed 109,59714,4.4,Modern,19
110,Modern Chair 110,41753,4.2,Industrial,10
111,Modern Chair 111,39855,4.8,Industrial,36
112,Scandinavian Coffee Table 112,82191,4.6,Industrial,36
113,Scandinavian Bed 113,57064,4.8,Luxury,16
114,Modern Chair 114,60282,4.8,Modern,38
115,Luxury Dining Table 115,52942,4.5,Minimalist,32
116,Minimalist Chair 116,81476,4.6,Modern,49
117,Modern Sofa 117,49993,4.8,Minimalist,16
118,Industrial Bed 118,47951,4.2,Scandinavian,18
119,Minimalist Dining Table 119,16321,3.9,Scandinavian,21
120,Minimalist Dining Table 120,13545,4.3,Scandinavian,7
121,Luxury Sofa 121,34702,4.7,Scandinavian,29
122,Luxury Sofa 122,37287,4.5,Modern,50
123,Luxury Coffee Table 123,78299,4.3,Industrial,40
124,Minimalist Coffee Table 124,37287,4.1,Modern,14
125,Modern Chair 125,66367,4.7,Industrial,45
126,Scandinavian Chair 126,62237,4.4,Scandinavian,37
127,Minimalist Dining Table 127,12013,4.5,Industrial,36
128,Industrial Dining Table 128,14978,4.3,Industrial,27
129,Scandinavian Sofa 129,43151,4.3,Scandinavian,7
130,Minimalist Bed 130,65475,4.5,Industrial,30
131,Modern Coffee Table 131,30090,4.7,Modern,29
132,Industrial Bed 132,35574,4.7,Luxury,37
133,Scandinavian Sofa 133,14765,4.8,Minimalist,25
134,Scandinavian Chair 134,65362,4.5,Industrial,10
135,Minimalist Coffee Table 135,33244,3.9,Modern,29
136,Scandinavian Coffee Table 136,21059,4.7,Minimalist,28
137,Industrial Sofa 137,42699,4.2,Modern,41
138,Scandinavian Sofa 138,65861,4.2,Modern,45
139,Modern Bed 139,81128,4.7,Industrial,46
140,Luxury Chair 140,68234,3.9,Scandinavian,37
141,Scandinavian Dining Table 141,52905,3.9,Luxury,34
142,Industrial Sofa 142,45747,4.7,Industrial,44
143,Industrial Chair 143,22208,4.1,Scandinavian,10
144,Scandinavian Sofa 144,22230,4.0,Luxury,12
145,Minimalist Bed 145,64197,4.7,Luxury,25
146,Scandinavian Dining Table 146,70871,3.8,Scandinavian,17
147,Modern Coffee Table 147,20136,4.0,Scandinavian,32
148,Industrial Sofa 148,15114,4.2,Modern,49
149,Scandinavian Chair 149,52325,4.5,Luxury,38
150,Industrial Dining Table 150,30255,4.7,Minimalist,32
