user_id,product_id,timestamp,event_type
U1006,P0189,2025-06-17 19:11:44.186660,purchase
U1422,P0385,2025-10-02 19:11:44.186698,view
U1830,P0056,2025-10-15 19:11:44.186735,cart
U1722,P0148,2025-06-29 19:11:44.186773,view
U0280,P0126,2025-09-21 19:11:44.186812,view
U1364,P0481,2025-12-31 19:11:44.186850,cart
U0127,P0166,2025-12-13 19:11:44.186889,wishlist
U0100,P0463,2025-08-08 19:11:44.186928,view
U0729,P0093,2025-05-28 19:11:44.186966,view
U0628,P0249,2025-08-19 19:11:44.187002,view
U1767,P0224,2025-07-17 19:11:44.187039,view
U0213,P0200,2025-06-07 19:11:44.187075,cart
U1773,P0276,2025-08-14 19:11:44.187111,view
U0351,P0102,2026-01-14 19:11:44.187148,view
U1772,P0046,2025-08-15 19:11:44.187185,view
U0990,P0230,2025-04-30 19:11:44.187220,view
U1970,P0421,2025-07-21 19:11:44.187256,cart
U1617,P0272,2025-05-17 19:11:44.187293,view
U1409,P0054,2025-07-27 19:11:44.187330,view
U1738,P0124,2025-10-07 19:11:44.187366,purchase
U0621,P0303,2025-05-25 19:11:44.187405,view
U0717,P0083,2025-08-21 19:11:44.187443,view
U1115,P0005,2025-04-22 19:11:44.187481,view
U1960,P0039,2025-12-04 19:11:44.187517,view
U1220,P0104,2026-02-02 19:11:44.187552,wishlist
U0549,P0429,2026-01-14 19:11:44.187589,view
U0667,P0018,2025-04-15 19:11:44.187625,cart
U0115,P0025,2025-12-13 19:11:44.187678,view
U1431,P0440,2025-04-07 19:11:44.187734,view
U1034,P0215,2026-01-22 19:11:44.187791,view
U1235,P0481,2026-01-15 19:11:44.187839,purchase
U0225,P0285,2025-10-14 19:11:44.187879,view
U0828,P0016,2025-08-10 19:11:44.187928,view
U1029,P0135,2025-04-17 19:11:44.187974,view
U0118,P0153,2025-05-29 19:11:44.188016,view
U1790,P0107,2025-04-13 19:11:44.188054,view
U0727,P0091,2025-11-16 19:11:44.188092,view
U0872,P0274,2025-12-20 19:11:44.188130,cart
U0079,P0052,2026-02-15 19:11:44.188168,cart
U1786,P0094,2025-06-20 19:11:44.188207,cart
U0324,P0188,2025-07-26 19:11:44.188247,view
U1009,P0462,2025-10-31 19:11:44.188284,cart
U0182,P0159,2025-04-07 19:11:44.188322,view
U0209,P0263,2026-03-09 19:11:44.188358,view
U0886,P0457,2025-07-05 19:11:44.188394,wishlist
U0441,P0344,2025-08-11 19:11:44.188431,view
U0985,P0014,2025-05-19 19:11:44.188468,wishlist
U1691,P0442,2025-08-20 19:11:44.188504,purchase
U0120,P0094,2025-12-25 19:11:44.188541,view
U1012,P0254,2025-04-12 19:11:44.188578,view
U0968,P0013,2025-04-19 19:11:44.188615,view
U0276,P0104,2025-11-30 19:11:44.188651,wishlist
U0974,P0203,2026-02-22 19:11:44.188687,purchase
U1025,P0022,2026-01-01 19:11:44.188724,view
U1988,P0479,2025-07-14 19:11:44.188761,view
U1524,P0096,2025-10-20 19:11:44.188797,view
U1622,P0312,2025-10-15 19:11:44.188832,view
U0112,P0417,2026-03-13 19:11:44.188869,view
U0507,P0022,2025-08-10 19:11:44.188907,wishlist
U0085,P0146,2025-10-01 19:11:44.188943,view
U1741,P0466,2025-12-29 19:11:44.188981,view
U0881,P0024,2025-11-17 19:11:44.189018,view
U0901,P0311,2025-05-08 19:11:44.189055,view
U2000,P0342,2025-11-01 19:11:44.189092,wishlist
U0037,P0164,2026-03-07 19:11:44.189130,purchase
U0825,P0444,2025-05-23 19:11:44.189166,view
U1343,P0379,2026-02-27 19:11:44.189203,view
U0359,P0395,2025-06-13 19:11:44.189245,view
U0208,P0023,2025-07-26 19:11:44.189281,view
U0708,P0408,2025-08-23 19:11:44.189317,purchase
U1351,P0046,2026-03-12 19:11:44.189355,view
U0818,P0430,2025-05-13 19:11:44.189392,view
U1704,P0211,2025-10-19 19:11:44.189431,view
U0033,P0072,2025-10-05 19:11:44.189467,view
U0752,P0090,2025-06-13 19:11:44.189502,cart
U0692,P0064,2025-09-03 19:11:44.189539,view
U0365,P0350,2025-06-29 19:11:44.189576,view
U0709,P0216,2025-07-21 19:11:44.189614,cart
U1973,P0011,2025-04-16 19:11:44.189649,wishlist
U1409,P0139,2025-06-23 19:11:44.189684,wishlist
U0360,P0277,2025-12-28 19:11:44.189720,cart
U1754,P0145,2025-05-07 19:11:44.189757,view
U1918,P0475,2025-12-27 19:11:44.189793,cart
U1545,P0066,2025-05-08 19:11:44.189829,view
U1362,P0004,2026-01-28 19:11:44.189865,view
U1907,P0005,2025-04-26 19:11:44.189909,wishlist
U0568,P0066,2025-08-29 19:11:44.189948,view
U0717,P0302,2025-10-07 19:11:44.189986,view
U1656,P0250,2025-11-14 19:11:44.190023,purchase
U1062,P0277,2025-11-26 19:11:44.190059,purchase
U0273,P0348,2025-05-27 19:11:44.190096,cart
U1296,P0163,2025-10-08 19:11:44.190132,view
U0280,P0273,2025-12-03 19:11:44.190169,view
U1144,P0198,2026-04-01 19:11:44.190205,view
U0985,P0442,2026-03-23 19:11:44.190241,view
U0810,P0326,2026-01-01 19:11:44.190278,wishlist
U0821,P0127,2025-06-27 19:11:44.190315,purchase
U0194,P0087,2025-06-01 19:11:44.190352,cart
U1033,P0435,2025-09-06 19:11:44.190389,view
U0842,P0158,2026-02-04 19:11:44.190427,view
U1897,P0441,2025-05-15 19:11:44.190464,view
U1553,P0048,2026-02-12 19:11:44.190501,view
U1580,P0322,2025-08-31 19:11:44.190537,view
U1735,P0104,2025-06-07 19:11:44.190576,view
U0471,P0338,2025-11-21 19:11:44.190613,view
U1350,P0149,2025-06-14 19:11:44.190650,wishlist
U1029,P0334,2026-03-13 19:11:44.190687,view
U0543,P0352,2025-10-27 19:11:44.190723,cart
U1600,P0455,2026-03-05 19:11:44.190758,view
U0995,P0237,2025-11-18 19:11:44.190796,purchase
U1467,P0401,2025-08-02 19:11:44.190833,view
U1675,P0474,2025-07-04 19:11:44.190870,view
U1713,P0144,2026-02-16 19:11:44.190908,view
U1191,P0276,2025-07-27 19:11:44.190945,cart
U1982,P0154,2026-03-23 19:11:44.190984,view
U0134,P0298,2025-04-14 19:11:44.191021,view
U1810,P0462,2025-10-11 19:11:44.191057,purchase
U1824,P0435,2025-05-23 19:11:44.191094,cart
U0187,P0124,2025-05-06 19:11:44.191132,view
U0077,P0421,2025-06-15 19:11:44.191170,view
U1019,P0213,2026-03-14 19:11:44.191207,purchase
U1034,P0471,2025-04-18 19:11:44.191244,view
U1591,P0394,2025-11-06 19:11:44.191282,view
U0827,P0022,2025-07-13 19:11:44.191318,cart
U1418,P0154,2025-12-18 19:11:44.191357,purchase
U0133,P0015,2025-08-19 19:11:44.191393,view
U1049,P0013,2025-04-23 19:11:44.191430,cart
U1172,P0011,2026-04-02 19:11:44.191467,wishlist
U0001,P0044,2026-01-24 19:11:44.191504,wishlist
U0778,P0094,2025-07-21 19:11:44.191540,view
U0120,P0180,2025-10-22 19:11:44.191576,cart
U1857,P0176,2025-05-26 19:11:44.191612,view
U0494,P0440,2025-05-09 19:11:44.191648,view
U0969,P0226,2025-08-10 19:11:44.191684,cart
U1183,P0147,2025-12-16 19:11:44.191720,cart
U1803,P0367,2025-06-26 19:11:44.191759,view
U1814,P0364,2025-11-28 19:11:44.191796,cart
U0216,P0137,2025-06-13 19:11:44.191833,cart
U1026,P0137,2025-11-12 19:11:44.191869,view
U1768,P0463,2025-09-20 19:11:44.191912,wishlist
U1059,P0036,2025-04-30 19:11:44.191951,view
U0927,P0224,2026-01-23 19:11:44.191988,view
U0382,P0127,2025-08-31 19:11:44.192024,view
U0013,P0292,2025-09-17 19:11:44.192059,view
U1859,P0166,2025-09-08 19:11:44.192097,view
U1919,P0091,2025-04-13 19:11:44.192152,cart
U0982,P0365,2026-02-27 19:11:44.192210,view
U1017,P0011,2025-04-25 19:11:44.192257,cart
U0189,P0423,2026-03-31 19:11:44.192297,view
U0327,P0274,2026-01-05 19:11:44.192335,cart
U1075,P0174,2025-10-13 19:11:44.192372,cart
U0964,P0099,2025-10-26 19:11:44.192430,cart
U0208,P0153,2025-05-14 19:11:44.192476,view
U0056,P0134,2025-09-22 19:11:44.192516,cart
U0843,P0425,2025-06-11 19:11:44.192554,purchase
U0495,P0328,2025-11-23 19:11:44.192591,view
U1122,P0366,2026-01-10 19:11:44.192628,cart
U1459,P0102,2025-07-01 19:11:44.192665,view
U0312,P0293,2025-09-28 19:11:44.192702,view
U0729,P0417,2026-03-30 19:11:44.192761,view
U1998,P0029,2026-01-04 19:11:44.192810,view
U1109,P0475,2025-09-28 19:11:44.192852,view
U1227,P0273,2025-07-16 19:11:44.192891,view
U0225,P0320,2026-02-14 19:11:44.192930,cart
U1087,P0314,2026-01-14 19:11:44.192969,view
U1975,P0238,2025-07-29 19:11:44.193007,cart
U1195,P0088,2025-12-07 19:11:44.193044,cart
U0729,P0135,2026-02-13 19:11:44.193086,view
U0071,P0248,2025-10-21 19:11:44.193142,view
U0136,P0279,2025-04-28 19:11:44.193185,cart
U0163,P0053,2026-02-09 19:11:44.193225,view
U0009,P0250,2025-06-21 19:11:44.193263,cart
U0291,P0301,2025-11-08 19:11:44.193302,cart
U0452,P0293,2025-12-22 19:11:44.193340,view
U1685,P0452,2025-11-25 19:11:44.193377,view
U0301,P0233,2026-03-23 19:11:44.193412,view
U0565,P0105,2025-05-09 19:11:44.193449,cart
U0543,P0357,2025-12-02 19:11:44.193487,cart
U1184,P0209,2025-07-12 19:11:44.193524,view
U1566,P0295,2025-06-21 19:11:44.193559,cart
U0904,P0377,2026-01-28 19:11:44.193598,view
U0352,P0304,2025-12-25 19:11:44.193633,view
U0536,P0367,2025-11-14 19:11:44.193669,view
U1005,P0028,2025-05-10 19:11:44.193706,cart
U0083,P0242,2026-04-04 19:11:44.193744,view
U1742,P0127,2026-01-05 19:11:44.193781,view
U1269,P0384,2026-02-05 19:11:44.193817,view
U1697,P0446,2026-01-29 19:11:44.193852,view
U1290,P0389,2025-12-22 19:11:44.193888,purchase
U1876,P0285,2025-04-09 19:11:44.193937,cart
U0862,P0148,2026-01-08 19:11:44.193975,view
U0812,P0484,2026-03-13 19:11:44.194011,view
U1736,P0346,2025-12-06 19:11:44.194047,view
U0845,P0166,2025-05-08 19:11:44.194082,view
U0802,P0194,2025-09-06 19:11:44.194119,view
U1958,P0414,2025-10-23 19:11:44.194155,view
U0650,P0441,2025-12-24 19:11:44.194191,purchase
U1590,P0311,2025-06-13 19:11:44.194232,cart
U0127,P0268,2026-01-25 19:11:44.194271,cart
U0342,P0396,2026-01-17 19:11:44.194311,cart
U0605,P0168,2025-06-28 19:11:44.194348,cart
U1102,P0464,2025-12-04 19:11:44.194385,view
U1783,P0034,2025-07-02 19:11:44.194423,view
U1873,P0168,2025-11-10 19:11:44.194459,view
U0359,P0082,2025-06-13 19:11:44.194495,view
U0937,P0022,2025-04-07 19:11:44.194531,cart
U1679,P0058,2025-07-22 19:11:44.194568,wishlist
U0668,P0373,2025-07-03 19:11:44.194604,view
U1019,P0190,2025-07-01 19:11:44.194640,purchase
U1177,P0221,2026-03-04 19:11:44.194677,view
U1241,P0239,2025-06-03 19:11:44.194712,wishlist
U1578,P0461,2025-07-13 19:11:44.194748,view
U0316,P0300,2025-07-10 19:11:44.194784,purchase
U1779,P0078,2026-01-28 19:11:44.194820,cart
U0007,P0202,2025-07-29 19:11:44.194858,view
U0769,P0001,2026-01-14 19:11:44.194895,view
U1606,P0208,2025-07-12 19:11:44.194952,purchase
U0440,P0050,2026-01-10 19:11:44.194993,wishlist
U0353,P0009,2025-09-20 19:11:44.195031,view
U1744,P0207,2025-04-06 19:11:44.195068,cart
U1574,P0153,2025-06-07 19:11:44.195107,view
U1446,P0410,2025-09-23 19:11:44.195146,cart
U0855,P0212,2026-01-02 19:11:44.195184,purchase
U0756,P0168,2025-12-02 19:11:44.195220,view
U1201,P0364,2025-11-13 19:11:44.195257,wishlist
U1327,P0172,2025-11-03 19:11:44.195294,cart
U1881,P0056,2025-10-31 19:11:44.195330,view
U0966,P0246,2025-10-31 19:11:44.195366,cart
U0053,P0055,2025-04-20 19:11:44.195403,view
U1671,P0026,2025-05-27 19:11:44.195440,view
U0012,P0351,2025-11-20 19:11:44.195481,view
U0751,P0227,2025-08-19 19:11:44.195519,view
U0224,P0253,2025-08-21 19:11:44.195554,cart
U1591,P0185,2025-09-28 19:11:44.195591,purchase
U1299,P0156,2025-09-26 19:11:44.195686,view
U1965,P0237,2025-09-20 19:11:44.195729,view
U1668,P0316,2025-08-06 19:11:44.195769,view
U0369,P0057,2025-08-11 19:11:44.195812,view
U1262,P0232,2025-08-19 19:11:44.195851,view
U1159,P0165,2025-06-24 19:11:44.195889,view
U0717,P0418,2025-12-08 19:11:44.195936,cart
U1675,P0438,2026-02-19 19:11:44.195978,cart
U1841,P0052,2025-05-12 19:11:44.196017,purchase
U0875,P0167,2025-12-14 19:11:44.196056,view
U1137,P0089,2025-11-29 19:11:44.196095,wishlist
U0405,P0172,2026-03-23 19:11:44.196133,view
U1856,P0315,2025-07-03 19:11:44.196171,view
U0884,P0102,2025-04-24 19:11:44.196211,view
U1428,P0197,2025-08-25 19:11:44.196253,view
U0823,P0325,2025-06-17 19:11:44.196291,view
U0148,P0325,2025-04-07 19:11:44.196330,purchase
U0247,P0006,2025-12-23 19:11:44.196368,view
U1732,P0022,2025-09-11 19:11:44.196405,purchase
U0449,P0070,2026-03-25 19:11:44.196441,view
U0417,P0121,2026-03-08 19:11:44.196478,view
U1956,P0118,2025-09-22 19:11:44.196516,view
U0196,P0256,2026-02-17 19:11:44.196552,cart
U0436,P0433,2025-05-21 19:11:44.196589,view
U1914,P0095,2026-02-08 19:11:44.196626,view
U0668,P0241,2025-04-12 19:11:44.196661,view
U1503,P0080,2025-07-29 19:11:44.196696,view
U0713,P0249,2025-05-15 19:11:44.196733,cart
U1739,P0443,2025-09-10 19:11:44.196773,view
U1937,P0473,2025-12-19 19:11:44.196810,view
U1002,P0417,2025-05-18 19:11:44.196848,cart
U1224,P0427,2025-05-25 19:11:44.196886,wishlist
U0845,P0408,2026-02-15 19:11:44.196924,wishlist
U0251,P0402,2025-11-06 19:11:44.196960,view
U1398,P0287,2025-09-15 19:11:44.196998,view
U1244,P0212,2025-11-18 19:11:44.197033,view
U0930,P0488,2026-03-30 19:11:44.197069,cart
U0244,P0019,2025-04-06 19:11:44.197105,view
U1511,P0351,2025-10-04 19:11:44.197143,view
U1913,P0419,2026-01-20 19:11:44.197180,view
U1747,P0266,2025-11-08 19:11:44.197218,view
U0438,P0173,2025-05-16 19:11:44.197253,view
U0145,P0341,2025-07-26 19:11:44.197289,view
U1644,P0327,2025-06-19 19:11:44.197326,wishlist
U1724,P0220,2025-04-11 19:11:44.197363,view
U0288,P0310,2025-06-13 19:11:44.197403,purchase
U0585,P0141,2026-02-16 19:11:44.197440,view
U0629,P0480,2025-09-12 19:11:44.197476,cart
U1689,P0439,2026-01-27 19:11:44.197512,view
U0006,P0090,2026-03-04 19:11:44.197549,view
U0987,P0253,2026-01-01 19:11:44.197584,cart
U1310,P0455,2025-06-18 19:11:44.197621,view
U1809,P0427,2025-07-16 19:11:44.197658,cart
U1926,P0165,2025-07-24 19:11:44.197696,view
U1694,P0445,2025-06-24 19:11:44.197733,view
U1639,P0111,2025-12-12 19:11:44.197770,view
U1822,P0249,2025-06-18 19:11:44.197806,cart
U0011,P0381,2025-10-13 19:11:44.197846,view
U0686,P0157,2025-06-21 19:11:44.197883,cart
U1117,P0347,2025-06-06 19:11:44.197929,view
U1487,P0252,2026-02-19 19:11:44.197972,view
U1559,P0206,2026-03-19 19:11:44.198011,view
U0186,P0135,2026-02-04 19:11:44.198048,view
U1303,P0480,2025-11-02 19:11:44.198086,view
U0784,P0249,2025-11-13 19:11:44.198123,view
U1413,P0330,2025-06-03 19:11:44.198162,view
U1051,P0345,2025-06-27 19:11:44.198201,view
U0895,P0278,2025-11-25 19:11:44.198238,view
U1495,P0256,2026-04-01 19:11:44.198276,view
U0485,P0180,2025-09-11 19:11:44.198314,wishlist
U0116,P0238,2025-07-15 19:11:44.198352,view
U1834,P0298,2025-04-10 19:11:44.198389,cart
U0493,P0367,2026-02-17 19:11:44.198425,view
U1127,P0016,2025-06-05 19:11:44.198461,cart
U0798,P0400,2025-11-13 19:11:44.198498,cart
U0182,P0314,2025-12-18 19:11:44.198535,view
U1197,P0046,2026-01-16 19:11:44.198571,view
U1293,P0332,2025-10-08 19:11:44.198606,view
U0702,P0050,2025-08-15 19:11:44.198645,view
U1979,P0218,2025-12-16 19:11:44.198683,wishlist
U0693,P0070,2025-10-06 19:11:44.198723,cart
U0214,P0379,2025-08-17 19:11:44.198760,view
U0930,P0463,2025-05-21 19:11:44.198798,view
U0075,P0126,2026-02-24 19:11:44.198835,view
U1944,P0296,2025-07-25 19:11:44.198872,view
U0130,P0190,2026-02-12 19:11:44.198909,view
U1425,P0250,2025-11-11 19:11:44.198945,cart
U0703,P0118,2025-10-28 19:11:44.198982,wishlist
U0049,P0127,2025-11-11 19:11:44.199019,view
U1209,P0081,2025-08-02 19:11:44.199060,cart
U0841,P0359,2025-10-16 19:11:44.199096,view
U1963,P0285,2025-11-24 19:11:44.199132,view
U0037,P0143,2025-08-13 19:11:44.199174,view
U0771,P0260,2025-10-11 19:11:44.199210,purchase
U0665,P0380,2025-09-12 19:11:44.199247,view
U1936,P0117,2025-09-22 19:11:44.199283,wishlist
U1499,P0394,2026-02-17 19:11:44.199318,view
U0722,P0290,2025-11-21 19:11:44.199354,view
U1004,P0302,2025-09-09 19:11:44.199391,view
U1794,P0304,2025-07-29 19:11:44.199427,view
U1454,P0205,2025-11-26 19:11:44.199464,view
U1105,P0079,2026-01-01 19:11:44.199500,purchase
U1627,P0153,2025-10-22 19:11:44.199537,wishlist
U1223,P0170,2025-07-15 19:11:44.199573,purchase
U0894,P0344,2025-11-28 19:11:44.199608,view
U1588,P0252,2026-04-03 19:11:44.199643,view
U1438,P0226,2026-01-07 19:11:44.199680,view
U0400,P0033,2025-10-13 19:11:44.199715,view
U0888,P0298,2025-09-19 19:11:44.199750,view
U1504,P0217,2025-10-21 19:11:44.199790,view
U1473,P0210,2025-07-04 19:11:44.199826,purchase
U1874,P0179,2026-03-20 19:11:44.199861,view
U0485,P0118,2026-03-08 19:11:44.199896,view
U1107,P0163,2025-12-28 19:11:44.199945,cart
U0528,P0437,2025-08-11 19:11:44.199985,view
U0801,P0072,2025-09-27 19:11:44.200022,view
U1598,P0264,2025-12-22 19:11:44.200059,wishlist
U0984,P0079,2026-01-30 19:11:44.200101,purchase
U1939,P0013,2025-04-05 19:11:44.200138,view
U1237,P0254,2025-05-01 19:11:44.200175,purchase
U0644,P0436,2025-09-01 19:11:44.200214,wishlist
U1765,P0074,2025-12-25 19:11:44.200252,wishlist
U0277,P0210,2026-02-22 19:11:44.200290,cart
U1034,P0055,2025-05-22 19:11:44.200329,view
U1357,P0327,2025-04-27 19:11:44.200366,purchase
U0783,P0256,2025-09-09 19:11:44.200403,wishlist
U1042,P0386,2025-05-16 19:11:44.200439,view
U0220,P0274,2025-12-16 19:11:44.200476,view
U0168,P0391,2025-08-29 19:11:44.200512,cart
U1346,P0013,2026-02-26 19:11:44.200549,view
U1195,P0497,2026-03-15 19:11:44.200585,purchase
U1076,P0172,2026-01-14 19:11:44.200620,view
U0465,P0185,2025-06-14 19:11:44.200655,view
U0473,P0302,2025-11-04 19:11:44.200692,cart
U0566,P0312,2026-02-17 19:11:44.200731,view
U0257,P0485,2025-08-24 19:11:44.200766,wishlist
U1591,P0215,2025-04-07 19:11:44.200802,purchase
U0784,P0042,2025-06-14 19:11:44.200839,view
U0886,P0368,2025-05-16 19:11:44.200875,view
U0002,P0019,2025-10-24 19:11:44.200912,view
U0429,P0191,2025-04-17 19:11:44.200948,view
U1624,P0308,2026-03-06 19:11:44.200983,cart
U0940,P0157,2025-06-12 19:11:44.201018,view
U0047,P0253,2025-08-24 19:11:44.201054,view
U1362,P0497,2025-08-29 19:11:44.201089,view
U1929,P0093,2025-10-02 19:11:44.201123,view
U0667,P0041,2025-07-01 19:11:44.201158,view
U0123,P0103,2025-08-06 19:11:44.201194,view
U1666,P0245,2026-03-01 19:11:44.201229,view
U1048,P0140,2025-08-18 19:11:44.201264,view
U0207,P0283,2025-06-27 19:11:44.201300,purchase
U0820,P0303,2025-06-24 19:11:44.201336,purchase
U1409,P0326,2025-11-27 19:11:44.201373,view
U1957,P0190,2025-10-30 19:11:44.201410,cart
U1028,P0080,2025-10-27 19:11:44.201446,view
U0024,P0008,2025-07-23 19:11:44.201486,view
U0722,P0468,2025-06-30 19:11:44.201523,wishlist
U0485,P0071,2025-07-13 19:11:44.201560,view
U1543,P0417,2025-09-16 19:11:44.201596,view
U1076,P0094,2025-06-08 19:11:44.201631,view
U0706,P0250,2025-09-09 19:11:44.201667,view
U0775,P0048,2025-04-30 19:11:44.201703,view
U0309,P0256,2026-02-08 19:11:44.201739,view
U0808,P0492,2025-05-30 19:11:44.201776,purchase
U0050,P0094,2026-01-03 19:11:44.201813,view
U0191,P0173,2025-10-08 19:11:44.201849,view
U0603,P0163,2025-09-29 19:11:44.201885,view
U0788,P0190,2025-12-02 19:11:44.201925,view
U0164,P0105,2025-12-17 19:11:44.201970,purchase
U1652,P0136,2025-07-17 19:11:44.202007,purchase
U0552,P0087,2026-02-03 19:11:44.202043,wishlist
U1336,P0409,2026-02-23 19:11:44.202078,cart
U0103,P0081,2025-05-19 19:11:44.202114,cart
U0216,P0461,2026-02-12 19:11:44.202158,wishlist
U0197,P0330,2025-11-02 19:11:44.202196,view
U0525,P0370,2026-01-15 19:11:44.202233,view
U0770,P0465,2025-08-24 19:11:44.202269,purchase
U1647,P0396,2025-09-24 19:11:44.202306,view
U0543,P0422,2025-05-21 19:11:44.202343,view
U1175,P0414,2025-11-19 19:11:44.202400,view
U0083,P0293,2025-06-24 19:11:44.202441,cart
U0953,P0281,2025-10-25 19:11:44.202486,view
U1977,P0227,2025-09-06 19:11:44.202527,view
U1860,P0196,2025-12-23 19:11:44.202566,cart
U0162,P0224,2026-01-10 19:11:44.202603,view
U0637,P0423,2025-05-06 19:11:44.202641,view
U1488,P0325,2025-11-03 19:11:44.202682,view
U1089,P0214,2025-07-04 19:11:44.202720,cart
U1800,P0277,2025-06-14 19:11:44.202758,view
U1333,P0426,2025-10-27 19:11:44.202795,view
U1220,P0125,2026-03-18 19:11:44.202832,purchase
U1957,P0216,2025-11-14 19:11:44.202868,view
U1049,P0456,2025-10-10 19:11:44.202904,view
U1603,P0483,2025-06-23 19:11:44.202940,wishlist
U0771,P0075,2025-08-24 19:11:44.202978,purchase
U1536,P0161,2026-03-25 19:11:44.203014,purchase
U0524,P0272,2026-03-15 19:11:44.203050,view
U0691,P0070,2025-09-08 19:11:44.203085,view
U1844,P0453,2025-05-01 19:11:44.203120,cart
U1950,P0268,2025-12-27 19:11:44.203158,wishlist
U1137,P0125,2025-12-25 19:11:44.203197,cart
U0733,P0378,2026-02-14 19:11:44.203233,view
